id;spkid;full_name;pdes;name;prefix;neo;pha;h;diameter;albedo;diameter_sigma;orbit_id;epoch;epoch_mjd;epoch_cal;equinox;e;a;q;i;om;w;ma;ad;n;tp;tp_cal;per;per_y;moid;moid_ld;sigma_e;sigma_a;sigma_q;sigma_i;sigma_om;sigma_w;sigma_ma;sigma_ad;sigma_n;sigma_tp;sigma_per;class;rms;class_description
bK10TA7U;3896456;       (2010 TU107);2010 TU107;;;N;;19.1;;;;MPO482593;2459000.5;59000;20200531;J2000;0.0281091;1.9052759;1.8517203;22.66819;17.25185;159.23945;80.67626;1.9588315;0.37477211;2458785.2324872;20191028.7324872;960.5837532;2.62993498480493;;0;;;;;;;;;;;;IMB;0.35;Inner Main-Belt Asteroid (2.0–2.5 AU from Sun)
bK10U38D;3896471;       (2010 UD38);2010 UD38;;;N;;18.9;;;;MPO482648;2459000.5;59000;20200531;J2000;0.0903153;2.2850866;2.0787083;3.35453;249.86428;217.32317;215.87804;2.4914649;0.28533173;2459505.6031654;20211018.1031654;1261.6893326;3.45431713237509;;0;;;;;;;;;;;;MBA;0.27;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK10U78O;3886618;       (2010 UO78);2010 UO78;;;N;;16.4;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.3237558;3.9395339;2.664087;9.0453;330.18993;359.58116;70.89428;5.2149808;0.12604825;2458038.062362;20171011.562362;2856.0491716;7.81943647255305;;0;;;;;;;;;;;;OMB;0.17;Outer Main-Belt Asteroid (3.0–3.5 AU from Sun)
bK10V65Q;3896546;       (2010 VQ65);2010 VQ65;;;N;;16.7;;;;MPO482696;2459000.5;59000;20200531;J2000;0.083704;3.1304159;2.8683876;7.33332;91.9417;267.52697;297.84285;3.3924442;0.17795123;2459349.7931743;20210515.2931743;2023.0261966;5.53874386475017;;0;;;;;;;;;;;;MBA;0.27;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK10V67V;3896563;       (2010 VV67);2010 VV67;;;N;;17.3;;;;MPO482699;2459000.5;59000;20200531;J2000;0.2458894;3.0487417;2.2990884;8.86523;86.30712;273.91637;311.57524;3.798395;0.18514975;2459262.0437504;20210216.5437504;1944.3720556;5.32340056290212;;0;;;;;;;;;;;;MBA;0.18;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK10VC9S;3896550;       (2010 VS129);2010 VS129;;;N;;18.3;;;;MPO482733;2459000.5;59000;20200531;J2000;0.0112178;1.8862277;1.8650684;20.72964;222.01126;58.21993;10.21917;1.907387;0.3804634;2458973.6402022;20200504.1402022;946.2145373;2.59059421574264;;0;;;;;;;;;;;;IMB;0.25;Inner Main-Belt Asteroid (2.0–2.5 AU from Sun)
bK10VJ3Y;3886659;       (2010 VY193);2010 VY193;;;N;;19.5;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.1009921;1.9330072;1.7377887;22.50975;38.45593;2.68772;60.91827;2.1282257;0.36673627;2458434.3907957;20181111.8907957;981.6318413;2.68756150937714;;0;;;;;;;;;;;;IMB;0.29;Inner Main-Belt Asteroid (2.0–2.5 AU from Sun)
bK10W17S;3860242;       (2010 WS17);2010 WS17;;;N;;15.7;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.1385096;3.9662558;3.4168913;12.8457;53.81454;273.30771;107.74649;4.5156203;0.12477655;2457736.9844596;20161214.4844596;2885.1575076;7.89913075318275;;0;;;;;;;;;;;;OMB;0.28;Outer Main-Belt Asteroid (3.0–3.5 AU from Sun)
bK10W23M;3896591;       (2010 WM23);2010 WM23;;;N;;17.4;;;;MPO482782;2459000.5;59000;20200531;J2000;0.0707502;2.4122258;2.2415603;7.34182;64.1498;156.71098;45.19192;2.5828913;0.26307352;2458828.7156258;20191211.2156258;1368.4387543;3.74658112060233;;0;;;;;;;;;;;;MBA;0.31;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK10W32Z;3896607;       (2010 WZ32);2010 WZ32;;;N;;18.3;;;;MPO482786;2459000.5;59000;20200531;J2000;0.1366226;2.3479581;2.027174;5.49638;79.96823;264.02683;299.73112;2.6687422;0.27394827;2459220.5009513;20210106.0009513;1314.1167126;3.59785547597536;;0;;;;;;;;;;;;MBA;0.24;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK10W59Z;3886677;       (2010 WZ59);2010 WZ59;;;N;;17.4;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.1157785;2.6760659;2.366235;8.07694;263.43993;60.23868;62.50639;2.9858968;0.22514322;2458322.8705426;20180723.3705426;1598.9821945;4.37777465982204;;0;;;;;;;;;;;;MBA;0.36;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK10W71Q;3886671;       (2010 WQ71);2010 WQ71;;;N;;17;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.1918231;2.665998;2.154598;11.31104;267.96342;96.8606;17.85473;3.177398;0.22641977;2458521.6432376;20190207.1432376;1589.9671659;4.35309285667351;;0;;;;;;;;;;;;MBA;0.27;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK10X12M;3860277;       (2010 XM12);2010 XM12;;;N;;16.3;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.1701463;3.0458632;2.5276208;6.67471;276.6107;248.12102;151.506;3.5641056;0.18541227;2457783.3696127;20170129.8696127;1941.6190741;5.31586331033539;;0;;;;;;;;;;;;MBA;0.18;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK10X52Z;3886695;       (2010 XZ52);2010 XZ52;;;N;;16.3;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.0327216;3.2164106;3.1111645;12.06962;56.95269;234.40575;291.82094;3.3216567;0.17086253;2458999.5287397;20200530.0287397;2106.9569788;5.76853382286105;;0;;;;;;;;;;;;OMB;0.26;Outer Main-Belt Asteroid (3.0–3.5 AU from Sun)
bK10X71E;3896618;       (2010 XE71);2010 XE71;;;N;;18.1;;;;MPO482852;2459000.5;59000;20200531;J2000;0.2322349;2.3690955;1.8189088;8.66977;34.86478;331.41597;258.14129;2.9192822;0.27029015;2459377.3495078;20210611.8495078;1331.9020319;3.64654902642026;;0;;;;;;;;;;;;MBA;0.21;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11A17D;3886698;       (2011 AD17);2011 AD17;;;N;;18.4;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.1589191;2.4535194;2.0636083;5.81563;82.13004;8.2256;48.90926;2.8434305;0.25646012;2458409.7909728;20181018.2909728;1403.72702;3.8431951266256;;0;;;;;;;;;;;;MBA;0.29;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11A35H;3871502;       (2011 AH35);2011 AH35;;;N;;17.2;;;;E2019-SG8;2458600.5;58600;20190427;J2000;0.1694061;3.1302056;2.5999297;11.86767;134.22349;1.82278;161.04555;3.6604815;0.17796917;2457695.5929872;20161103.0929872;2022.8222675;5.53818553730322;;0;;;;;;;;;;;;MBA;0.26;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11B54X;3896724;       (2011 BX54);2011 BX54;;;N;;18.6;;;;MPO482927;2459000.5;59000;20200531;J2000;0.1686858;2.3352815;1.9413527;5.51606;82.03426;42.45221;226.05325;2.7292103;0.27618189;2459485.4946896;20210927.9946896;1303.4887986;3.56875783326489;;0;;;;;;;;;;;;MBA;0.34;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11B75S;3886734;       (2011 BS75);2011 BS75;;;N;;17.8;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.0952566;2.6802609;2.4249484;5.60158;284.48566;94.33235;78.40274;2.9355734;0.22461485;2458251.4458747;20180512.9458747;1602.7435408;4.38807266475017;;0;;;;;;;;;;;;MBA;0.42;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11B87V;3886742;       (2011 BV87);2011 BV87;;;N;;19.4;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.1027028;1.9165588;1.7197228;23.83715;123.61404;321.21732;72.76024;2.1133948;0.37146754;2458404.6275962;20181013.1275962;969.1290927;2.65333084928131;;0;;;;;;;;;;;;IMB;0.27;Inner Main-Belt Asteroid (2.0–2.5 AU from Sun)
bK11B96R;3886730;       (2011 BR96);2011 BR96;;;N;;18.9;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.0620409;1.9057909;1.7875539;17.28173;316.61519;230.30707;349.61571;2.0240279;0.3746202;2458628.2195143;20190524.7195143;960.9732737;2.63100143381246;;0;;;;;;;;;;;;IMB;0.23;Inner Main-Belt Asteroid (2.0–2.5 AU from Sun)
bK11C61L;3886755;       (2011 CL61);2011 CL61;;;N;;18.8;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.1837162;2.422778;1.9776744;4.34132;157.78462;259.64858;128.28781;2.8678816;0.2613567;2458109.6466567;20171222.1466567;1377.4278601;3.77119195099247;;0;;;;;;;;;;;;MBA;0.3;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11C64L;3896741;       (2011 CL64);2011 CL64;;;N;;17;;;;MPO483016;2459000.5;59000;20200531;J2000;0.0363234;2.4720692;2.3822752;7.66681;78.47194;137.46146;72.77188;2.5618632;0.25357892;2458713.5207826;20190818.0207826;1419.6763674;3.88686205995893;;0;;;;;;;;;;;;MBA;0.24;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11C84J;3886751;       (2011 CJ84);2011 CJ84;;;N;;17.3;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.0885935;3.0619678;2.7906974;0.87207;164.52626;5.97624;175.64838;3.3332382;0.18395142;2457645.6371346;20160914.1371346;1957.0384398;5.35807923285421;;0;;;;;;;;;;;;MBA;0.29;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11D31U;3871522;       (2011 DU31);2011 DU31;;;N;;17.4;;;;E2019-SG8;2458600.5;58600;20190427;J2000;0.1083253;3.0247502;2.6970932;2.81071;149.327;341.47218;222.02739;3.3524072;0.18735694;2459336.9157954;20210502.4157954;1921.466053;5.26068734565366;;0;;;;;;;;;;;;MBA;0.32;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11D38U;3860425;       (2011 DU38);2011 DU38;;;N;;17.1;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.2865215;2.6114512;1.8632143;31.01048;339.22711;308.05808;241.89589;3.3596881;0.23355071;2459106.189364;20200913.689364;1541.4211329;4.22018106201232;;0;;;;;;;;;;;;MBA;0.46;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11D44E;3896752;       (2011 DE44);2011 DE44;;;N;;18.8;;;;MPO483063;2459000.5;59000;20200531;J2000;0.1534922;2.3398786;1.9807255;5.3024;155.67665;351.62457;220.8773;2.6990317;0.27536839;2459505.7239293;20211018.2239293;1307.339597;3.57930074469541;;0;;;;;;;;;;;;MBA;0.31;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11E69L;3896783;       (2011 EL69);2011 EL69;;;N;;18.6;;;;MPO483112;2459000.5;59000;20200531;J2000;0.1775769;2.3453713;1.9288875;6.01621;138.81246;16.169;221.84547;2.7618551;0.27440161;2459503.9756538;20211016.4756538;1311.9456551;3.59191144449008;;0;;;;;;;;;;;;MBA;0.24;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11E85O;3896787;       (2011 EO85);2011 EO85;;;N;;17.1;;;;MPO483120;2459000.5;59000;20200531;J2000;0.2110884;3.0825047;2.4318237;15.07983;175.93089;335.28656;256.98221;3.7331857;0.18211615;2459566.1708095;20211217.6708095;1976.7604356;5.41207511457906;;0;;;;;;;;;;;;MBA;0.25;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11F13H;3886821;       (2011 FH13);2011 FH13;;;N;;18.1;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.1381252;2.336925;2.0141368;2.23467;63.18571;61.10358;148.73231;2.6597132;0.2758906;2458061.4011326;20171103.9011326;1304.8650443;3.57252578863792;;0;;;;;;;;;;;;MBA;0.32;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11F30Q;3896841;       (2011 FQ30);2011 FQ30;;;N;;19.1;;;;MPO483135;2459000.5;59000;20200531;J2000;0.0705199;1.9149279;1.7798874;20.09359;14.00767;243.36955;101.56737;2.0499684;0.37194219;2458727.4269991;20190831.9269991;967.8923491;2.64994482984257;;0;;;;;;;;;;;;IMB;0.18;Inner Main-Belt Asteroid (2.0–2.5 AU from Sun)
bK11F45F;3896818;       (2011 FF45);2011 FF45;;;N;;18.3;;;;MPO483143;2459000.5;59000;20200531;J2000;0.0593055;1.941254;1.826127;20.82375;18.71889;201.28087;116.16206;2.056381;0.36440181;2458681.7253485;20190717.2253485;987.9204497;2.70477878083504;;0;;;;;;;;;;;;IMB;0.35;Inner Main-Belt Asteroid (2.0–2.5 AU from Sun)
bK11F49R;3871549;       (2011 FR49);2011 FR49;;;N;;16.6;;;;E2019-SG8;2458600.5;58600;20190427;J2000;0.1279841;3.1973197;2.7881136;3.72498;304.97596;248.96303;145.91141;3.6065258;0.17239513;2457754.122205;20161231.622205;2088.2260421;5.71725131307324;;0;;;;;;;;;;;;MBA;0.22;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11F60A;3878717;       (2011 FA60);2011 FA60;;;N;;17;;;;E2019-TJ3;2458600.5;58600;20190427;J2000;0.0376222;3.131974;3.0141422;15.4588;14.36229;140.39612;202.32102;3.2498058;0.17781847;2459487.241293;20210929.741293;2024.5365962;5.54287911348392;;0;;;;;;;;;;;;MBA;0.25;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11F75F;3886814;       (2011 FF75);2011 FF75;;;N;;17.9;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.0192407;2.4397714;2.3928285;14.68265;1.91131;112.52332;106.34398;2.4867143;0.25863087;2458189.319463;20180311.819463;1391.9452075;3.81093828199863;;0;;;;;;;;;;;;MBA;0.17;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11F99S;3896847;       (2011 FS99);2011 FS99;;;N;;17;;;;MPO483183;2459000.5;59000;20200531;J2000;0.0718306;3.053457;2.8341254;9.1256;349.01481;245.08889;220.51875;3.2727886;0.18472104;2459755.5912987;20220625.0912987;1948.8846533;5.33575538206708;;0;;;;;;;;;;;;MBA;0.33;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11G19W;3860598;       (2011 GW19);2011 GW19;;;N;;17.8;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.0268676;2.5679619;2.4989669;12.46034;347.92501;181.19805;8.44604;2.6369569;0.23950866;2458565.2359724;20190322.7359724;1503.0771747;4.11520102587269;;0;;;;;;;;;;;;MBA;0.25;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11G22X;3871564;       (2011 GX22);2011 GX22;;;N;;17.1;;;;E2019-SG8;2458600.5;58600;20190427;J2000;0.2487718;3.1068563;2.3339581;17.60033;0.35859;128.74186;213.67635;3.8797545;0.17997921;2459413.5030685;20210718.0030685;2000.2310267;5.47633409089665;;0;;;;;;;;;;;;MBA;0.41;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11G36M;3860583;       (2011 GM36);2011 GM36;;;N;;17.7;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.1988472;2.5522286;2.0447251;11.37989;223.23361;5.00496;330.60773;3.0597321;0.24172675;2458722.0929557;20190826.5929557;1489.2849054;4.07743985051335;;0;;;;;;;;;;;;MBA;0.29;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11G52S;3886886;       (2011 GS52);2011 GS52;;;N;;17.7;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.1034816;3.1090332;2.7873055;0.26558;150.12877;1.28408;202.26159;3.4307609;0.17979021;2459477.847048;20210920.347048;2002.33372;5.48209095140315;;0;;;;;;;;;;;;MBA;0.29;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11G86Y;3860604;       (2011 GY86);2011 GY86;;;N;;18.4;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.097327;2.309848;2.0850374;5.56742;154.15187;327.48487;168.47862;2.5346586;0.28075595;2458000.4107766;20170903.9107766;1282.2524331;3.51061583326489;;0;;;;;;;;;;;;MBA;0.37;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11H75V;3886921;       (2011 HV75);2011 HV75;;;N;;18.9;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.0673857;1.9255078;1.7957561;21.64114;42.46971;208.9539;328.38999;2.0552595;0.36888088;2458686.1916466;20190721.6916466;975.9248026;2.67193648898015;;0;;;;;;;;;;;;IMB;0.39;Inner Main-Belt Asteroid (2.0–2.5 AU from Sun)
bK11H92X;3896923;       (2011 HX92);2011 HX92;;;N;;17.3;;;;MPO483336;2459000.5;59000;20200531;J2000;0.1079076;2.5775952;2.2994531;2.98832;158.97897;146.89159;338.76758;2.8557373;0.23816723;2459089.6492083;20200828.1492083;1511.5429608;4.13837908501027;;0;;;;;;;;;;;;MBA;0.29;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11H98P;3860633;       (2011 HP98);2011 HP98;;;N;;17.6;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.1762084;2.5103213;2.0679816;7.11234;154.87057;163.08062;287.61785;2.952661;0.24780502;2458892.5931545;20200213.0931545;1452.7550733;3.97742662094456;;0;;;;;;;;;;;;MBA;0.29;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11J18E;3886925;       (2011 JE18);2011 JE18;;;N;;17.8;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.0683519;2.5590954;2.3841764;4.39637;83.63011;101.44765;15.3177;2.7340144;0.24075447;2458536.8762592;20190222.3762592;1495.2993396;4.09390647392197;;0;;;;;;;;;;;;MBA;0.23;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11J20F;3896930;       (2011 JF20);2011 JF20;;;N;;18.8;;;;MPO483360;2459000.5;59000;20200531;J2000;0.1416723;2.3111185;1.983697;4.90846;99.35443;127.01467;200.54267;2.63854;0.28052446;2459568.9257622;20211220.4257622;1283.3105534;3.51351280876112;;0;;;;;;;;;;;;MBA;0.24;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11K21D;3881090;       (2011 KD21);2011 KD21;;;N;;16.7;;;;E2019-UI1;2458600.5;58600;20190427;J2000;0.0163899;3.1838282;3.1316456;8.04819;179.13564;121.51984;74.37241;3.2360108;0.17349207;2458171.8209831;20180222.3209831;2075.022795;5.6811027926078;;0;;;;;;;;;;;;MBA;0.25;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11K31X;3886944;       (2011 KX31);2011 KX31;;;N;;16.1;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.2441312;3.186247;2.4083847;15.24214;89.92945;224.35485;97.12015;3.9641093;0.17329456;2458040.0660776;20171013.5660776;2077.3877726;5.68757774839151;;0;;;;;;;;;;;;MBA;0.26;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11K42J;3896944;       (2011 KJ42);2011 KJ42;;;N;;18.2;;;;MPO483390;2459000.5;59000;20200531;J2000;0.15046;2.2521002;1.9132492;3.65758;223.04772;22.67935;229.33377;2.5909512;0.2916235;2459448.5648164;20210822.0648164;1234.4684156;3.37979032334018;;0;;;;;;;;;;;;MBA;0.25;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11K45L;3886939;       (2011 KL45);2011 KL45;;;N;;17.3;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.0864287;2.4617681;2.2490007;3.97455;112.21061;40.26645;93.88997;2.6745355;0.25517221;2458232.5525264;20180424.0525264;1410.8119376;3.86259257385352;;0;;;;;;;;;;;;MBA;0.44;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11N00F;3896977;       (2011 NF);2011 NF;;;N;;18.2;;;;MPO483424;2459000.5;59000;20200531;J2000;0.1613818;2.3085446;1.9359875;5.82137;149.01755;136.62908;196.81931;2.6811017;0.28099375;2459581.2271158;20220101.7271158;1281.1672857;3.50764486160164;;0;;;;;;;;;;;;MBA;0.27;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11O20W;3860731;       (2011 OW20);2011 OW20;;;N;;16.9;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.1290298;2.9635468;2.5811609;8.87043;264.63702;99.90981;155.56749;3.3459327;0.19319077;2457795.246778;20170210.746778;1863.443062;5.10182905407255;;0;;;;;;;;;;;;MBA;0.25;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11O37M;3886974;       (2011 OM37);2011 OM37;;;N;;17.5;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.1905218;2.5351554;2.052153;4.32764;13.60906;244.91985;3.03196;3.0181578;0.24417275;2458588.0827258;20190414.5827258;1474.365997;4.03659410540726;;0;;;;;;;;;;;;MBA;0.22;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11O40E;3860707;       (2011 OE40);2011 OE40;;;N;;17.5;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.1079614;2.5471519;2.2721578;4.94127;91.95992;163.26911;7.24039;2.822146;0.24244978;2458570.6365371;20190328.1365371;1484.8435829;4.06528017221081;;0;;;;;;;;;;;;MBA;0.25;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11O57W;3886988;       (2011 OW57);2011 OW57;;;N;;18.6;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.1924029;2.2045375;1.7803781;3.74854;126.17492;230.25329;100.66265;2.6286969;0.30111184;2458266.1968055;20180527.6968055;1195.5690616;3.27328969637235;;0;;;;;;;;;;;;MBA;0.28;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11Q42J;3887001;       (2011 QJ42);2011 QJ42;;;N;;18.5;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.2177288;2.2734667;1.7784675;2.99966;64.0116;295.32414;68.27553;2.7684659;0.28752206;2458363.0381162;20180901.5381162;1252.0778406;3.42800230143737;;0;;;;;;;;;;;;MBA;0.25;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11Q48L;3887003;       (2011 QL48);2011 QL48;;;N;;17.3;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.0979438;2.6301476;2.3725409;13.4423;153.63822;17.08514;87.60678;2.8877543;0.23106485;2458221.3563094;20180412.8563094;1558.0041707;4.26558294510609;;0;;;;;;;;;;;;MBA;0.29;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11Q67P;3897043;       (2011 QP67);2011 QP67;;;N;;16.5;;;;MPO483510;2459000.5;59000;20200531;J2000;0.2600739;2.8075292;2.0773641;12.27102;315.36667;42.10369;302.66706;3.5376943;0.20951622;2459274.1443985;20210228.6443985;1718.2440577;4.704295845859;;0;;;;;;;;;;;;MBA;0.32;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11Q88D;3886998;       (2011 QD88);2011 QD88;;;N;;18.1;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.246386;2.3430167;1.7657302;4.8074;80.24474;228.15292;71.84783;2.9203032;0.27481536;2458339.0596278;20180808.5596278;1309.9704471;3.58650361971253;;0;;;;;;;;;;;;MBA;0.23;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11S22X;3887068;       (2011 SX22);2011 SX22;;;N;;18.8;;;;E2019-UR1;2458600.5;58600;20190427;J2000;0.1634961;2.3132985;1.9350832;4.96714;2.42329;3.91917;59.94225;2.6915138;0.28012803;2458386.5183788;20180925.0183788;1285.1266615;3.51848504175222;;0;;;;;;;;;;;;MBA;0.31;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11T10F;3897163;       (2011 TF10);2011 TF10;;;N;;16;;;;MPO483691;2459000.5;59000;20200531;J2000;0.1864539;3.1461611;2.5595471;15.28602;248.25591;232.54897;128.96189;3.7327751;0.17661705;2458270.3219679;20180531.8219679;2038.308306;5.580584;;0;;;;;;;;;;;;MBA;0.25;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11T17M;3860895;       (2011 TM17);2011 TM17;;;N;;17.3;;;;E2019-SC8;2458600.5;58600;20190427;J2000;0.2315235;2.7137734;2.0854711;9.29697;127.48103;240.16364;256.66745;3.3420757;0.22046706;2459069.1983625;20200807.6983625;1632.896996;4.47062832580424;;0;;;;;;;;;;;;MBA;0.15;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11UP8O;3897261;       (2011 UO258);2011 UO258;;;N;;19.9;;;;MPO483813;2459000.5;59000;20200531;J2000;0.0980842;1.8530831;1.6713249;20.44567;224.80603;150.34051;169.52294;2.0348413;0.39071647;2458566.6228717;20190324.1228717;921.3842457;2.52261258234086;;0;;;;;;;;;;;;IMB;0.27;Inner Main-Belt Asteroid (2.0–2.5 AU from Sun)
bK11UQ1J;3897232;       (2011 UJ261);2011 UJ261;;;N;;16.1;;;;MPO483814;2459000.5;59000;20200531;J2000;0.0643314;3.2574741;3.0479162;12.3482;253.31639;299.55237;33.53904;3.467032;0.16764191;2458800.436424;20191112.936424;2147.4343737;5.87935489034908;;0;;;;;;;;;;;;OMB;0.25;Outer Main-Belt Asteroid (3.0–3.5 AU from Sun)
bK11W66L;3897367;       (2011 WL66);2011 WL66;;;N;;18.5;;;;MPO483945;2459000.5;59000;20200531;J2000;0.0982671;1.9878646;1.7925229;23.20772;68.30985;277.7937;87.48124;2.1832063;0.35166073;2458751.7339805;20190925.2339805;1023.7139643;2.80277608295688;;0;;;;;;;;;;;;IMB;0.23;Inner Main-Belt Asteroid (2.0–2.5 AU from Sun)
bK11W76U;3897380;       (2011 WU76);2011 WU76;;;N;;16.5;;;;MPO483950;2459000.5;59000;20200531;J2000;0.1433972;3.0565045;2.6182103;7.07569;265.70941;81.41408;272.92301;3.4947987;0.18444484;2459472.6031502;20210915.1031502;1951.8030431;5.34374549787817;;0;;;;;;;;;;;;MBA;0.22;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11Y49P;3897414;       (2011 YP49);2011 YP49;;;N;;18.4;;;;MPO484036;2459000.5;59000;20200531;J2000;0.0817421;2.2345791;2.0519199;4.36004;28.97066;169.69233;95.96016;2.4172383;0.2950601;2458675.2775792;20190710.7775792;1220.0904155;3.34042550444901;;0;;;;;;;;;;;;MBA;0.32;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
bK11Y52G;3897401;       (2011 YG52);2011 YG52;;;N;;18.3;;;;MPO484037;2459000.5;59000;20200531;J2000;0.1454015;2.3289875;1.9903492;3.45908;95.27874;8.25542;115.94896;2.6676258;0.27730221;2458582.3678834;20190408.8678834;1298.2226142;3.55433980616016;;0;;;;;;;;;;;;MBA;0.3;Main-Belt Asteroid (between Mars and Jupiter, ~2.1–3.3 AU)
