designation,abs_mag,slope_param,epoch,mean_anomaly,arg_perihelion,long_asc_node,inclination,eccentricity,mean_motion,semi_major_axis,uncertainty,reference,num_observations,num_oppositions,first_obs,separator,last_obs,rms_residual,coarse_perturbers,precise_perturbers,computer,hex_flags,designation_full,last_obs_date,orbit_type,is_neo
00362,9.12,0.15,K25BL,132.28312,29.05591,27.2638,8.05731,0.0446533,0.23808135,2.578215,0,MPO950952,4872.0,67,1893,-,2025,0.75,M-v,3Ek,MPCLINUX,0000,(362) Havnia,2025-06-18,Type 0,False
00363,9.04,0.15,K25BL,210.69086,294.47207,64.68726,5.95024,0.0729636,0.2165537,2.7463695,0,MPO937419,7274.0,70,1891,-,2025,0.59,M-v,3Ek,MPCLINUX,0000,(363) Padua,2025-07-16,Type 0,False
00364,9.92,0.15,K25BL,135.53601,312.97938,105.50189,6.00618,0.14921,0.29792266,2.2202422,0,MPO925795,16752.0,60,1893,-,2025,0.38,M-v,3Ek,MPCLINUX,0000,(364) Isara,2025-06-21,Type 0,False
00365,9.19,0.15,K25BL,229.02277,215.63065,185.13094,12.79579,0.1553978,0.20994492,2.803706,0,MPO950952,5323.0,56,1893,-,2025,0.67,M-v,3Ek,MPCLINUX,0000,(365) Corduba,2025-09-16,Type 0,False
00366,8.66,0.15,K25BL,160.01188,336.80189,346.28514,10.57982,0.0597851,0.17650616,3.1474788,0,E2025-V46,6292.0,65,1893,-,2025,0.66,M-v,3Ek,MPCORBFIT,0000,(366) Vincentina,2025-11-06,Type 0,False
00367,10.61,0.15,K25BL,117.31407,55.49432,83.42181,2.94172,0.0951864,0.29803692,2.2196747,0,MPO950952,5090.0,52,1906,-,2025,0.66,M-v,3Ek,MPCLINUX,0000,(367) Amicitia,2025-09-22,Type 0,False
00368,9.94,0.15,K25BL,171.18317,95.57937,226.10995,7.78464,0.2065799,0.18326693,3.0695873,0,E2025-V65,5516.0,53,1905,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(368) Haidea,2025-11-03,Type 0,False
00369,8.63,0.15,K25BL,170.69017,269.27319,94.10398,12.72666,0.098722,0.22877927,2.647636,0,MPO925795,4482.0,58,1893,-,2025,0.78,M-v,3Ek,MPCLINUX,0000,(369) Aeria,2025-06-09,Type 0,False
00370,10.68,0.15,K25BL,74.76016,68.84028,290.87691,7.86256,0.090618,0.27800691,2.3250501,0,E2025-V46,4847.0,50,1893,-,2025,0.66,M-v,3Ek,MPCORBFIT,0000,(370) Modestia,2025-11-06,Type 0,False
00371,8.75,0.15,K25BL,168.88526,342.25482,283.36551,7.40221,0.0621424,0.21881744,2.7273953,0,E2025-V38,8652.0,63,1893,-,2025,0.55,M-v,3Ek,MPCORBFIT,0000,(371) Bohemia,2025-11-04,Type 0,False
00372,7.32,0.15,K25BL,153.58185,115.41637,327.20681,23.78068,0.252487,0.17525796,3.1624054,0,MPO950952,3780.0,68,1893,-,2025,0.73,M-v,3Ek,MPCLINUX,0000,(372) Palma,2025-09-01,Type 0,False
00373,9.14,0.15,K25BL,13.70331,349.27276,3.60823,15.37739,0.1371673,0.17880957,3.12039,0,E2025-V50,5594.0,53,1904,-,2025,0.71,M-v,3Ek,MPCORBFIT,0000,(373) Melusina,2025-11-08,Type 0,False
00374,8.79,0.15,K25BL,294.1041,29.05135,218.90425,8.99108,0.0802405,0.21272325,2.7792402,0,MPO950952,6438.0,59,1903,-,2025,0.63,M-v,3Ek,MPCLINUX,0000,(374) Burgundia,2025-05-27,Type 0,False
00375,7.48,0.15,K25BL,4.78043,341.42449,336.38214,15.94056,0.1023705,0.17820806,3.1274075,0,E2025-V46,4958.0,58,1893,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(375) Ursula,2025-11-06,Type 0,False
00376,9.57,0.15,K25BL,151.51327,316.52688,301.94839,5.43066,0.1723583,0.28475922,2.2881484,0,E2025-V65,7314.0,53,1899,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(376) Geometria,2025-11-09,Type 0,False
00377,9.11,0.15,K25BL,311.76642,196.95176,209.91383,6.6776,0.0752256,0.22334912,2.6903775,0,E2025-V65,8062.0,65,1893,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(377) Campania,2025-11-08,Type 0,False
00378,9.81,0.15,K25BL,217.6668,156.6712,232.35557,7.01227,0.1295239,0.21301985,2.7766597,0,MPO937419,5311.0,51,1897,-,2025,0.66,M-v,3Ek,MPCORBFIT,0000,(378) Holmia,2025-08-14,Type 0,False
00379,9.11,0.15,K25BL,6.53197,180.97685,171.84648,1.67103,0.1790502,0.17697717,3.1418918,0,E2025-V50,9838.0,77,1894,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(379) Huenna,2025-11-08,Type 0,False
00380,9.62,0.15,K25BL,154.85075,240.62437,95.00436,6.16395,0.1147638,0.22479196,2.6788529,0,E2025-V50,9884.0,65,1894,-,2025,0.53,M-v,3Ek,MPCORBFIT,0000,(380) Fiducia,2025-11-07,Type 0,False
00381,8.38,0.15,K25BL,203.92406,148.25819,124.71537,12.60998,0.0878924,0.16946218,3.2341056,0,E2025-V65,6027.0,64,1894,-,2025,0.68,M-v,3Ek,MPCORBFIT,0000,(381) Myrrha,2025-11-09,Type 0,False
00382,8.78,0.15,K25BL,252.842,270.98803,313.08405,7.40044,0.1649619,0.17754456,3.1351944,0,E2025-V46,6057.0,63,1894,-,2025,0.64,M-v,3Ek,MPCORBFIT,0000,(382) Dodona,2025-11-06,Type 0,False
00383,10.05,0.15,K25BL,316.03818,324.91263,92.75972,2.65968,0.1686237,0.17735708,3.1374034,0,E2025-V65,9418.0,66,1894,-,2025,0.55,M-v,3Ek,MPCORBFIT,0000,(383) Janina,2025-11-10,Type 0,False
00384,9.38,0.15,K25BL,228.99893,35.1993,47.66479,5.58929,0.145414,0.22804754,2.6532965,0,E2025-V65,4729.0,63,1899,-,2025,0.74,M-v,3Ek,MPCORBFIT,0000,(384) Burdigala,2025-11-09,Type 0,False
00385,7.81,0.15,K25BL,142.13283,189.10318,344.83444,13.58186,0.1269207,0.20510872,2.8476064,0,E2025-V57,8894.0,68,1894,-,2025,0.49,M-v,3Ek,MPCORBFIT,0000,(385) Ilmatar,2025-11-08,Type 0,False
00386,7.75,0.15,K25BL,24.30067,221.1538,166.61219,20.21922,0.1692815,0.19984727,2.8973697,0,MPO950952,9906.0,74,1894,-,2025,0.49,M-v,3Ek,MPCORBFIT,0000,(386) Siegena,2025-09-30,Type 0,False
00387,7.49,0.15,K25BL,262.20386,157.75274,127.99147,18.14877,0.2383511,0.21770671,2.7366642,0,MPO950952,5626.0,69,1894,-,2025,0.67,M-v,3Ek,MPCLINUX,0000,(387) Aquitania,2025-06-03,Type 0,False
00388,8.69,0.15,K25BL,298.62152,328.85642,354.18073,6.44812,0.0649927,0.1892189,3.0048748,0,MPO950953,6096.0,61,1894,-,2025,0.66,M-v,3Ek,MPCLINUX,0000,(388) Charybdis,2025-09-22,Type 0,False
00389,7.97,0.15,K25BL,61.62557,267.89949,282.02151,8.12349,0.0664155,0.23395872,2.6084142,0,MPO950953,7687.0,81,1894,-,2025,0.59,M-v,3Ek,MPCLINUX,0000,(389) Industria,2025-09-22,Type 0,False
00390,10.2,0.15,K25BL,190.89446,192.20226,305.08711,12.14156,0.1319998,0.22829377,2.6513884,0,E2025-V46,6187.0,51,1894,-,2025,0.6,M-v,3Ek,MPCORBFIT,0000,(390) Alma,2025-11-06,Type 0,False
00391,10.87,0.15,K25BL,48.76206,147.11062,212.8335,23.20283,0.3052233,0.27878842,2.320703,0,E2025-V65,7347.0,48,1894,-,2025,0.53,M-v,3Ek,MPCORBFIT,0005,(391) Ingeborg,2025-11-08,q < 1.665 AU,False
00392,9.73,0.15,K25BL,286.5417,173.79269,209.64224,14.31583,0.1382069,0.20104122,2.885887,0,E2025-V65,5323.0,47,1894,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(392) Wilhelmina,2025-11-09,Type 0,False
00393,8.38,0.15,K25BL,175.53241,91.49271,212.02309,14.82555,0.3329062,0.21255678,2.7806911,0,E2025-V65,5194.0,58,1903,-,2025,0.7,M-v,3Ek,MPCORBFIT,0000,(393) Lampetia,2025-11-08,Type 0,False
00394,9.72,0.15,K25BL,240.89946,270.89873,66.85763,6.22298,0.228041,0.21480084,2.7612902,0,MPO937420,6456.0,57,1894,-,2025,0.58,M-v,3Ek,MPCLINUX,0000,(394) Arduina,2025-07-16,Type 0,False
00395,10.53,0.15,K25BL,211.92986,13.36849,259.20303,3.35366,0.0833642,0.21169956,2.7881924,0,E2025-V65,8592.0,53,1894,-,2025,0.55,M-v,3Ek,MPCORBFIT,0000,(395) Delia,2025-11-09,Type 0,False
00396,10.1,0.15,K25BL,100.87889,21.15788,249.86055,2.54947,0.1591909,0.21718663,2.7410312,0,E2025-V57,5374.0,56,1925,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(396) Aeolia,2025-11-09,Type 0,False
00397,9.35,0.15,K25BL,266.13915,139.93528,227.88372,12.86808,0.2473263,0.23040873,2.6351384,0,MPO950953,6098.0,53,1898,-,2025,0.61,M-v,3Ek,MPCLINUX,0000,(397) Vienna,2025-09-09,Type 0,False
00398,10.72,0.15,K25BL,331.65365,160.72283,279.78662,9.5573,0.2245097,0.21773568,2.7364214,0,E2025-V65,10304.0,50,1894,-,2025,0.44,M-v,3Ek,MPCORBFIT,0000,(398) Admete,2025-11-09,Type 0,False
00399,8.91,0.15,K25BL,165.61868,192.32563,346.17161,13.11543,0.0771388,0.18496649,3.0507551,0,E2025-V65,5837.0,57,1895,-,2025,0.71,M-v,3Ek,MPCORBFIT,0000,(399) Persephone,2025-11-10,Type 0,False
00400,10.74,0.15,K25BL,181.9828,236.73346,327.00862,10.52795,0.1158996,0.17836274,3.1255993,0,E2025-V65,8049.0,46,1895,-,2025,0.51,M-v,3Ek,MPCORBFIT,0000,(400) Ducrosa,2025-11-09,Type 0,False
00401,9.44,0.15,K25BL,352.97255,301.82657,36.0235,5.96161,0.0305273,0.16100635,3.3463706,0,E2025-V57,11715.0,60,1895,-,2025,0.48,M-v,3Ek,MPCORBFIT,0000,(401) Ottilia,2025-11-08,Type 0,False
00402,9.1,0.15,K25BL,3.09246,16.60432,129.27564,11.83877,0.1114063,0.24077284,2.5589652,0,E2025-V57,10684.0,67,1895,-,2025,0.49,M-v,3Ek,MPCORBFIT,0000,(402) Chloe,2025-11-08,Type 0,False
00403,9.03,0.15,K25BL,344.10892,253.22185,244.3216,9.1533,0.0978506,0.20907039,2.811519,0,E2025-V65,8092.0,72,1895,-,2025,0.59,M-v,3Ek,MPCORBFIT,0000,(403) Cyane,2025-11-09,Type 0,False
00404,9.1,0.15,K25BL,123.8651,120.51372,92.46743,14.0982,0.2016098,0.23619866,2.5918971,0,E2025-V57,5069.0,49,1899,-,2025,0.71,M-v,3Ek,MPCORBFIT,0000,(404) Arsinoe,2025-11-08,Type 0,False
00405,8.8,0.15,K25BL,214.19454,308.48881,255.19109,11.93834,0.24341,0.23724925,2.5842399,0,E2025-V65,7851.0,59,1899,-,2025,0.55,M-v,3Ek,MPCORBFIT,0000,(405) Thia,2025-11-09,Type 0,False
00406,10.43,0.15,K25BL,41.55237,37.98518,315.43524,4.19187,0.1777281,0.19782543,2.9170776,0,E2025-V65,7642.0,57,1903,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(406) Erna,2025-11-09,Type 0,False
00407,9.15,0.15,K25BL,224.28186,80.9594,294.44676,7.52104,0.0702949,0.23178075,2.624729,0,MPO950953,8621.0,61,1899,-,2025,0.56,M-v,3Ek,MPCLINUX,0000,(407) Arachne,2025-08-07,Type 0,False
00408,9.37,0.15,K25BL,23.6945,108.96987,297.0861,9.0899,0.1468631,0.17507607,3.1645953,0,E2025-V38,7122.0,66,1906,-,2025,0.56,M-v,3Ek,MPCORBFIT,0000,(408) Fama,2025-11-04,Type 0,False
00409,7.66,0.15,K25BL,348.92717,355.7282,242.05252,11.28516,0.0733205,0.23850699,2.5751467,0,E2025-UR3,5235.0,81,1895,-,2025,0.66,M-v,3Ek,MPCLINUX,0000,(409) Aspasia,2025-07-23,Type 0,False
00410,8.44,0.15,K25BL,151.28227,172.87051,96.9147,10.96343,0.2400067,0.21899596,2.7259129,0,E2025-V38,7688.0,67,1906,-,2025,0.58,M-v,3Ek,MPCLINUX,0000,(410) Chloris,2025-11-04,Type 0,False
00411,9.56,0.15,K25BL,117.05804,181.39242,107.35758,15.35166,0.1140162,0.19609644,2.9341991,0,E2025-V65,10597.0,50,1896,-,2025,0.48,M-v,3Ek,MPCORBFIT,0000,(411) Xanthe,2025-11-02,Type 0,False
00412,9.14,0.15,K25BL,5.76116,96.74286,106.23037,13.78017,0.0411621,0.21466509,2.7624543,0,MPO925796,6403.0,53,1899,-,2025,0.63,M-v,3Ek,MPCLINUX,0000,(412) Elisabetha,2025-07-10,Type 0,False
00413,10.05,0.15,K25BL,169.73144,252.83345,103.66929,18.73556,0.3423117,0.23742665,2.5829524,0,MPO950953,7048.0,41,1917,-,2025,0.55,M-v,3Ek,MPCORBFIT,0000,(413) Edburga,2025-06-15,Type 0,False
00414,9.63,0.15,K25BL,330.8633,319.06497,110.5429,9.5607,0.0743225,0.15041451,3.5016782,0,E2025-V65,6678.0,53,1907,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(414) Liriope,2025-11-08,Type 0,False
00415,9.45,0.15,K25BL,350.54382,299.25549,126.30284,8.2213,0.3007427,0.21142817,2.7905779,0,E2025-V34,15688.0,53,1899,-,2025,0.4,M-v,3Ek,MPCORBFIT,0000,(415) Palatia,2025-10-30,Type 0,False
00416,7.72,0.15,K25BL,263.59322,200.15509,57.91481,12.83213,0.2197317,0.21128284,2.7918574,0,E2025-V65,5012.0,61,1896,-,2025,0.7,M-v,3Ek,MPCORBFIT,0000,(416) Vaticana,2025-11-09,Type 0,False
00417,9.67,0.15,K25BL,260.97417,347.99323,199.4651,6.64535,0.1349522,0.21034142,2.8001815,0,E2025-V65,10062.0,61,1896,-,2025,0.52,M-v,3Ek,MPCORBFIT,0000,(417) Suevia,2025-11-04,Type 0,False
00418,9.75,0.15,K25BL,315.90311,126.11754,248.71313,6.81544,0.1182602,0.23598392,2.5934693,0,E2025-V65,5335.0,48,1905,-,2025,0.68,M-v,3Ek,MPCORBFIT,0000,(418) Alemannia,2025-11-09,Type 0,False
00419,8.55,0.15,K25BL,18.87263,44.28142,229.03111,3.93131,0.252281,0.23567866,2.5957082,0,E2025-V46,4946.0,70,1899,-,2025,0.75,M-v,3Ek,MPCORBFIT,0000,(419) Aurelia,2025-11-06,Type 0,False
00420,8.32,0.15,K25BL,44.37603,221.8104,242.31888,6.71298,0.0208551,0.155915,3.4188296,0,E2025-V23,5397.0,69,1900,-,2025,0.66,M-v,3Ek,MPCLINUX,0000,(420) Bertholda,2025-11-02,Type 0,False
00421,11.57,0.15,K25BL,307.59001,209.11697,187.3309,7.78646,0.2825169,0.24319675,2.5419337,0,E2025-V34,5029.0,43,1904,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(421) Zahringia,2025-11-03,Type 0,False
00422,10.64,0.15,K25BL,317.04721,335.26873,9.02187,4.99349,0.2142642,0.29628576,2.2284122,0,MPO950953,5006.0,53,1906,-,2025,0.66,M-v,3Ek,MPCLINUX,0000,(422) Berolina,2025-09-22,Type 0,False
00423,7.38,0.15,K25BL,142.07248,199.08736,69.349,11.24258,0.0338729,0.18351831,3.0667835,0,E2025-V65,8971.0,76,1899,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(423) Diotima,2025-11-02,Type 0,False
00424,9.73,0.15,K25BL,353.1681,334.10191,99.12844,8.22338,0.1099203,0.2134319,2.7730849,0,E2025-V65,16500.0,51,1898,-,2025,0.39,M-v,3Ek,MPCORBFIT,0000,(424) Gratia,2025-11-09,Type 0,False
00425,9.76,0.15,K25BL,22.86671,127.08671,60.92029,4.05128,0.0572443,0.2009854,2.8864212,0,MPO950953,6979.0,51,1900,-,2025,0.62,M-v,3Ek,MPCLINUX,0000,(425) Cornelia,2025-07-18,Type 0,False
00426,8.55,0.15,K25BL,211.36881,221.3802,311.30812,19.50207,0.1065755,0.20094683,2.8867905,0,E2025-V46,5706.0,60,1897,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(426) Hippo,2025-11-07,Type 0,False
00427,10.17,0.15,K25BL,25.48815,11.08742,297.34046,5.12597,0.1185178,0.19231383,2.9725491,0,E2025-V65,7544.0,57,1905,-,2025,0.59,M-v,3Ek,MPCORBFIT,0000,(427) Galene,2025-11-08,Type 0,False
00428,11.99,0.15,K25BL,203.09185,15.74897,17.52161,6.18905,0.1782123,0.28112605,2.3078203,0,MPO937420,6135.0,43,1897,-,2025,0.6,M-v,3Ek,MPCORBFIT,0000,(428) Monachia,2025-08-13,Type 0,False
00429,9.99,0.15,K25BL,164.47069,168.58772,219.9053,9.54366,0.1242701,0.23426112,2.606169,0,MPO950953,8094.0,52,1901,-,2025,0.6,M-v,3Ek,MPCLINUX,0000,(429) Lotis,2025-07-06,Type 0,False
00430,11.09,0.15,K25BL,249.8678,179.5287,249.18756,14.54433,0.2503288,0.20475431,2.8508915,0,E2025-V65,4741.0,35,1930,-,2025,0.64,M-v,3Ek,MPCLINUX,0000,(430) Hybris,2025-11-03,Type 0,False
00431,9.09,0.15,K25BL,110.53536,218.37783,117.13293,1.82999,0.1717359,0.17664054,3.1458823,0,E2025-V46,8892.0,69,1902,-,2025,0.56,M-v,3Ek,MPCORBFIT,0000,(431) Nephele,2025-11-06,Type 0,False
00432,9.09,0.15,K25BL,203.26045,174.06454,88.72507,12.11605,0.1446507,0.26995891,2.371033,0,E2025-V46,11533.0,56,1900,-,2025,0.43,M-v,3Ek,MPCORBFIT,0007,(432) Pythia,2025-11-06,Phocaea,False
00433,10.38,0.15,K25BL,310.55432,178.92978,304.27008,10.82847,0.222836,0.55977529,1.458121,0,E2025-V65,16148.0,59,1893,-,2025,0.53,M-v,3Ek,MPCORBFIT,1804,(433) Eros,2025-11-09,Amor,True
00434,11.2,0.15,K25BL,17.12964,123.90719,175.27216,22.50584,0.0739382,0.36354486,1.9443034,0,E2025-V65,10466.0,47,1898,-,2025,0.47,M-v,3Ek,MPCORBFIT,0006,(434) Hungaria,2025-11-09,Hungaria,False
00435,10.47,0.15,K25BL,59.56665,333.6004,23.12412,1.81562,0.1545941,0.25698207,2.450196,0,E2025-V38,8333.0,65,1898,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(435) Ella,2025-11-04,Type 0,False
00436,10.03,0.15,K25BL,46.52104,42.08461,351.25153,18.5047,0.0709619,0.17206587,3.2013972,0,E2025-V46,5377.0,45,1898,-,2025,0.6,M-v,3Ek,MPCLINUX,0000,(436) Patricia,2025-11-05,Type 0,False
00437,10.47,0.15,K25BL,184.40614,62.07703,263.15875,7.34575,0.2499541,0.26755238,2.3852295,0,E2025-V23,7803.0,45,1898,-,2025,0.56,M-v,3Ek,MPCORBFIT,0000,(437) Rhodia,2025-11-02,Type 0,False
00438,10.18,0.15,K25BL,185.51014,210.36555,49.0766,7.36389,0.0667558,0.24128575,2.5553375,0,E2025-V46,8911.0,57,1898,-,2025,0.54,M-v,3Ek,MPCORBFIT,0000,(438) Zeuxo,2025-11-06,Type 0,False
00439,9.83,0.15,K25BL,276.01857,245.16847,201.41408,19.13174,0.0672861,0.17784296,3.1316864,0,E2025-V50,5652.0,50,1898,-,2025,0.66,M-v,3Ek,MPCORBFIT,0000,(439) Ohio,2025-11-08,Type 0,False
00440,11.54,0.15,K25BL,164.37523,179.23992,291.93317,1.59732,0.1071371,0.29987889,2.210576,0,MPO950953,5222.0,46,1898,-,2025,0.61,M-v,3Ek,MPCORBFIT,0000,(440) Theodora,2025-10-06,Type 0,False
00441,8.65,0.15,K25BL,339.82293,202.81159,253.50103,8.15943,0.0825112,0.20969885,2.8058989,0,E2025-V38,10848.0,65,1898,-,2025,0.49,M-v,3Ek,MPCORBFIT,0000,(441) Bathilde,2025-11-04,Type 0,False
00442,9.96,0.15,K25BL,37.74695,86.22784,134.77836,6.06826,0.0707387,0.27436828,2.3455613,0,MPO950953,5516.0,59,1892,-,2025,0.7,M-v,3Ek,MPCLINUX,0000,(442) Eichsfeldia,2025-09-09,Type 0,False
00443,10.1,0.15,K25BL,144.14959,350.45393,175.381,4.23493,0.0399227,0.29884894,2.2156521,0,E2025-V65,5276.0,58,1899,-,2025,0.7,M-v,3Ek,MPCORBFIT,0000,(443) Photographica,2025-11-09,Type 0,False
00444,8.07,0.15,K25BL,18.80644,154.79715,195.5906,10.27337,0.1733806,0.21369479,2.7708101,0,E2025-V34,6916.0,73,1899,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(444) Gyptis,2025-11-03,Type 0,False
00445,9.29,0.15,K25BL,55.48514,82.15905,291.96082,21.31802,0.1985155,0.17231963,3.1982534,0,E2025-V46,7797.0,53,1899,-,2025,0.53,M-v,3Ek,MPCORBFIT,0000,(445) Edna,2025-11-06,Type 0,False
00446,8.86,0.15,K25BL,83.68744,279.34081,42.01312,10.615,0.1245964,0.21177651,2.787517,0,E2025-V65,11715.0,56,1899,-,2025,0.45,M-v,3Ek,MPCORBFIT,0000,(446) Aeternitas,2025-11-09,Type 0,False
00447,9.06,0.15,K25BL,154.35327,316.16762,71.73828,4.79792,0.045793,0.19118151,2.9842747,0,E2025-UJ7,6502.0,70,1894,-,2025,0.66,M-v,3Ek,MPCORBFIT,0000,(447) Valentine,2025-06-21,Type 0,False
00448,10.2,0.15,K25BL,273.39072,293.17504,37.19055,12.72947,0.1868286,0.17762346,3.1342658,0,MPO950954,5018.0,48,1899,-,2025,0.68,M-v,3Ek,MPCLINUX,0000,(448) Natalie,2025-08-13,Type 0,False
00449,9.9,0.15,K25BL,232.73777,48.7891,85.76353,3.0792,0.1737379,0.2420108,2.5502312,0,E2025-V50,7690.0,58,1899,-,2025,0.61,M-v,3Ek,MPCORBFIT,0000,(449) Hamburga,2025-11-08,Type 0,False
00450,10.43,0.15,K25BL,41.21562,359.85542,14.33291,10.13187,0.0978151,0.18811652,3.0166025,0,E2025-V65,11885.0,45,1899,-,2025,0.43,M-v,3Ek,MPCORBFIT,0000,(450) Brigitta,2025-11-09,Type 0,False
00451,6.78,0.15,K25BL,184.50431,337.19308,88.99603,15.20639,0.069636,0.18375417,3.0641587,0,MPO950954,4171.0,85,1899,-,2025,0.76,M-v,3Ek,MPCLINUX,0000,(451) Patientia,2025-09-09,Type 0,False
00452,11.86,0.15,K25BL,2.45017,54.17962,92.42608,3.22595,0.0109372,0.20515913,2.84714,0,E2025-V34,4813.0,37,1899,-,2025,0.69,M-v,3Ek,MPCORBFIT,0000,(452) Hamiltonia,2025-11-03,Type 0,False
00453,10.57,0.15,K25BL,277.33252,220.64717,11.59017,5.54813,0.1082713,0.30545776,2.1835775,0,E2025-V65,7190.0,45,1900,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(453) Tea,2025-11-09,Type 0,False
00454,9.4,0.15,K25BL,165.23753,176.94114,32.15627,6.29283,0.1118195,0.23153371,2.6265957,0,E2025-V50,8190.0,62,1900,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(454) Mathesis,2025-11-08,Type 0,False
00455,8.92,0.15,K25BL,274.27579,273.37152,76.0697,12.01749,0.2943697,0.22768752,2.6560928,0,MPO950954,5898.0,62,1900,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(455) Bruchsalia,2025-08-27,Type 0,False
00456,9.1,0.15,K25BL,0.49852,7.78241,229.00136,14.49345,0.1834496,0.2121971,2.7838324,0,E2025-UJ7,5551.0,54,1900,-,2025,0.68,M-v,3Ek,MPCORBFIT,0000,(456) Abnoba,2025-08-13,Type 0,False
00457,11.1,0.15,K25BL,356.22637,131.19724,249.39162,12.97507,0.1709029,0.18103773,3.0947339,0,E2025-V65,5051.0,36,1900,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(457) Alleghenia,2025-11-09,Type 0,False
00458,9.76,0.15,K25BL,28.93146,277.35526,134.09263,12.65959,0.2437795,0.19035517,2.992905,0,E2025-V65,8574.0,47,1900,-,2025,0.51,M-v,3Ek,MPCORBFIT,0000,(458) Hercynia,2025-11-08,Type 0,False
00459,10.37,0.15,K25BL,160.37781,19.26666,29.4601,10.29837,0.2111666,0.23246989,2.6195393,0,MPO937421,5307.0,44,1900,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(459) Signe,2025-08-12,Type 0,False
00460,10.75,0.15,K25BL,346.22431,161.95009,205.05581,4.63674,0.1036569,0.21998403,2.7177445,0,E2025-V65,5525.0,57,1900,-,2025,0.64,M-v,3Ek,MPCORBFIT,0000,(460) Scania,2025-11-08,Type 0,False
00461,10.49,0.15,K25BL,208.95725,308.86835,156.50146,1.47216,0.1457937,0.17901891,3.1179569,0,E2025-V65,5664.0,54,1900,-,2025,0.68,M-v,3Ek,MPCORBFIT,0000,(461) Saskia,2025-11-09,Type 0,False
00462,9.32,0.15,K25BL,271.15504,249.24357,105.20152,3.1907,0.0868546,0.20232289,2.8736863,0,MPO950954,5627.0,62,1900,-,2025,0.7,M-v,3Ek,MPCLINUX,0000,(462) Eriphyla,2025-09-22,Type 0,False
00463,11.75,0.15,K25BL,257.13902,329.47972,36.4927,13.53931,0.2195499,0.26533897,2.3984759,0,MPO937421,5437.0,34,1926,-,2025,0.59,M-v,3Ek,MPCORBFIT,0007,(463) Lola,2025-08-14,Phocaea,False
00464,9.71,0.15,K25BL,313.80757,257.99335,102.31835,10.16244,0.2038509,0.20998278,2.8033689,0,E2025-V38,5358.0,46,1901,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(464) Megaira,2025-11-05,Type 0,False
00465,9.85,0.15,K25BL,261.91676,285.39683,299.97163,4.66466,0.1975435,0.17957519,3.1115144,0,E2025-V46,6587.0,54,1901,-,2025,0.61,M-v,3Ek,MPCORBFIT,0000,(465) Alekto,2025-11-06,Type 0,False
00466,8.41,0.15,K25BL,18.25239,255.78047,290.2239,19.01517,0.0970667,0.16061709,3.3517752,0,E2025-UJ7,4862.0,51,1901,-,2025,0.73,M-v,3Ek,MPCORBFIT,0000,(466) Tisiphone,2025-07-16,Type 0,False
00467,10.92,0.15,K25BL,304.89848,94.66681,322.07835,6.44892,0.1067187,0.19506751,2.9445081,0,E2025-V65,10039.0,42,1901,-,2025,0.45,M-v,3Ek,MPCORBFIT,0000,(467) Laura,2025-11-08,Type 0,False
00468,9.8,0.15,K25BL,273.58556,332.2172,21.55122,0.43562,0.1948738,0.17744746,3.1363379,0,MPO950954,8005.0,61,1901,-,2025,0.62,M-v,3Ek,MPCLINUX,0000,(468) Lina,2025-09-13,Type 0,False
00469,8.66,0.15,K25BL,16.95787,215.70013,332.6671,11.45423,0.1615044,0.1739315,3.1784634,0,E2025-UJ7,5346.0,56,1901,-,2025,0.69,M-v,3Ek,MPCORBFIT,0000,(469) Argentina,2025-07-12,Type 0,False
00470,10.05,0.15,K25BL,137.58877,47.36978,173.18856,7.23394,0.0960539,0.26443102,2.403963,0,E2025-V50,6792.0,54,1901,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(470) Kilia,2025-11-08,Type 0,False
00471,6.34,0.15,K25BL,6.65836,315.90308,83.77125,15.01904,0.2290648,0.20075784,2.888602,0,E2025-V23,8012.0,75,1901,-,2025,0.53,M-v,3Ek,MPCLINUX,0000,(471) Papagena,2025-09-03,Type 0,False
00472,8.86,0.15,K25BL,119.86696,295.80487,126.99811,15.81633,0.095458,0.24306031,2.5428848,0,MPO950954,5209.0,54,1901,-,2025,0.72,M-v,3Ek,MPCLINUX,0000,(472) Roma,2025-06-15,Type 0,False
