designation,abs_mag,slope_param,epoch,mean_anomaly,arg_perihelion,long_asc_node,inclination,eccentricity,mean_motion,semi_major_axis,uncertainty,reference,num_observations,num_oppositions,first_obs,separator,last_obs,rms_residual,coarse_perturbers,precise_perturbers,computer,hex_flags,designation_full,last_obs_date,orbit_type,is_neo
00252,9.94,0.15,K25BL,2.4471,160.50538,201.90303,10.03621,0.0656578,0.17544334,3.1601773,0,E2025-V50,10746.0,56,1885,-,2025,0.51,M-v,3Ek,MPCORBFIT,0000,(252) Clementina,2025-11-08,Type 0,False
00253,10.35,0.15,K25BL,227.71048,157.59633,179.49599,6.7409,0.26437,0.22892411,2.6465191,0,MPO925794,6595.0,49,1885,-,2025,0.69,M-v,3Ek,MPCLINUX,0000,(253) Mathilde,2025-07-02,Type 0,False
00254,11.85,0.15,K25BL,290.8014,233.84926,28.35797,4.50723,0.1216228,0.30316713,2.1945626,0,MPO914116,13069.0,46,1886,-,2025,0.42,M-v,3Ek,MPCLINUX,0000,(254) Augusta,2025-05-19,Type 0,False
00255,10.53,0.15,K25BL,279.73281,153.98838,13.5548,9.46062,0.0789622,0.21652761,2.7465902,0,E2025-V38,12800.0,59,1886,-,2025,0.41,M-v,3Ek,MPCORBFIT,0000,(255) Oppavia,2025-11-04,Type 0,False
00256,9.92,0.15,K25BL,271.77169,51.64119,182.5847,13.29746,0.0630502,0.18941702,3.0027791,0,E2025-V50,4933.0,51,1886,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(256) Walpurga,2025-11-07,Type 0,False
00257,9.68,0.15,K25BL,273.77839,32.23554,34.02961,3.612,0.1124046,0.17890755,3.1192506,0,E2025-V57,9813.0,64,1886,-,2025,0.54,M-v,3Ek,MPCORBFIT,0000,(257) Silesia,2025-11-08,Type 0,False
00258,8.26,0.15,K25BL,229.88198,155.35085,207.53769,14.3268,0.2048562,0.23314372,2.6144895,0,MPO937418,4660.0,69,1886,-,2025,0.72,M-v,3Ek,MPCORBFIT,0000,(258) Tyche,2025-08-13,Type 0,False
00259,7.81,0.15,K25BL,28.43028,166.32872,86.7806,10.80839,0.1299692,0.17768586,3.133532,0,MPO950951,4675.0,60,1898,-,2025,0.74,M-v,3Ek,MPCORBFIT,0000,(259) Aletheia,2025-10-06,Type 0,False
00260,9.28,0.15,K25BL,274.866,180.04825,164.93063,6.41683,0.106725,0.15360675,3.4529941,0,MPO950951,9366.0,62,1889,-,2025,0.55,M-v,3Ek,MPCLINUX,0000,(260) Huberta,2025-09-09,Type 0,False
00261,9.55,0.15,K25BL,256.28987,66.58761,96.57791,3.63397,0.0904069,0.27693713,2.3310339,0,E2025-V65,7420.0,62,1889,-,2025,0.6,M-v,3Ek,MPCORBFIT,0000,(261) Prymno,2025-11-09,Type 0,False
00262,11.68,0.15,K25BL,9.21223,26.31465,38.26915,7.66855,0.2121872,0.24167157,2.5526171,0,E2025-V46,17965.0,44,1890,-,2025,0.36,M-v,3Ek,MPCORBFIT,0000,(262) Valda,2025-11-06,Type 0,False
00263,10.24,0.15,K25BL,143.08769,161.1715,216.09926,1.32254,0.0806595,0.20116757,2.8846784,0,MPO950951,5366.0,58,1898,-,2025,0.65,M-v,3Ek,MPCLINUX,0000,(263) Dresda,2025-05-24,Type 0,False
00264,8.31,0.15,K25BL,251.94773,340.01203,49.49047,10.42509,0.1350899,0.21046104,2.7991204,0,MPO950951,4298.0,58,1893,-,2025,0.7,M-v,3Ek,MPCORBFIT,0000,(264) Libussa,2025-10-06,Type 0,False
00265,11.87,0.15,K25BL,255.24372,251.49826,335.44649,25.64364,0.265779,0.26152712,2.4217254,0,E2025-V57,5055.0,35,1899,-,2025,0.6,M-v,3Ek,MPCORBFIT,0000,(265) Anna,2025-11-08,Type 0,False
00266,8.72,0.15,K25BL,44.42525,152.20314,235.80746,13.39966,0.1548464,0.20969319,2.8059494,0,E2025-V65,5014.0,59,1891,-,2025,0.74,M-v,3Ek,MPCORBFIT,0000,(266) Aline,2025-11-07,Type 0,False
00267,10.23,0.15,K25BL,332.70823,196.6235,73.58875,6.00981,0.102568,0.21344981,2.7729298,0,E2025-UT3,6103.0,47,1907,-,2025,0.61,M-v,3Ek,MPCLINUX,0000,(267) Tirza,2025-08-27,Type 0,False
00268,8.61,0.15,K25BL,200.08825,67.97662,120.851,2.4409,0.1371944,0.18138425,3.0907912,0,E2025-V50,9455.0,62,1906,-,2025,0.57,M-v,3Ek,MPCORBFIT,0000,(268) Adorea,2025-11-08,Type 0,False
00269,9.7,0.15,K25BL,291.02197,120.16438,156.50226,5.47793,0.216596,0.23332813,2.6131117,0,E2025-UJ7,5921.0,57,1890,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(269) Justitia,2025-06-12,Type 0,False
00270,8.88,0.15,K25BL,166.98488,80.81693,254.28261,2.36736,0.1507768,0.30238685,2.1983362,0,E2025-V23,6133.0,68,1889,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(270) Anahita,2025-11-02,Type 0,False
00271,9.86,0.15,K25BL,169.96924,55.95133,335.18658,3.53189,0.1036647,0.18933964,3.0035971,0,E2025-UJ7,5049.0,61,1889,-,2025,0.7,M-v,3Ek,MPCORBFIT,0000,(271) Penthesilea,2025-07-19,Type 0,False
00272,10.86,0.15,K25BL,306.74795,69.07137,37.2937,4.43216,0.0298087,0.21299528,2.7768733,0,E2025-V65,12700.0,55,1890,-,2025,0.41,M-v,3Ek,MPCORBFIT,0000,(272) Antonia,2025-11-09,Type 0,False
00273,10.52,0.15,K25BL,311.58434,121.42087,158.81219,20.44363,0.1614628,0.26596708,2.3946982,0,MPO950951,7624.0,43,1889,-,2025,0.56,M-v,3Ek,MPCLINUX,0007,(273) Atropos,2025-07-06,Phocaea,False
00274,9.99,0.15,K25BL,310.28612,124.46764,92.45198,3.6888,0.1151623,0.18522257,3.0479426,0,E2025-V34,5628.0,63,1899,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(274) Philagoria,2025-11-03,Type 0,False
00275,9.04,0.15,K25BL,308.84403,38.83324,133.96849,4.76585,0.1621301,0.21335256,2.7737723,0,E2025-V50,11968.0,61,1891,-,2025,0.48,M-v,3Ek,MPCORBFIT,0000,(275) Sapientia,2025-11-08,Type 0,False
00276,8.57,0.15,K25BL,92.15882,266.60306,210.97938,21.66239,0.0613238,0.17909036,3.1171276,0,MPO950951,5327.0,57,1897,-,2025,0.69,M-v,3Ek,MPCLINUX,0000,(276) Adelheid,2025-08-13,Type 0,False
00277,9.86,0.15,K25BL,232.70875,135.38686,230.99632,1.16634,0.0915619,0.20114667,2.8848783,0,E2025-V46,5361.0,53,1899,-,2025,0.64,M-v,3Ek,MPCLINUX,0000,(277) Elvira,2025-08-07,Type 0,False
00278,9.38,0.15,K25BL,54.86627,142.01525,61.68763,7.83448,0.1349303,0.21563306,2.7541811,0,MPO950951,6606.0,57,1889,-,2025,0.64,M-v,3Ek,MPCORBFIT,0000,(278) Paulina,2025-10-06,Type 0,False
00279,8.58,0.15,K25BL,94.45929,29.0478,71.88458,2.33477,0.044028,0.1117666,4.268363,0,MPO937418,7534.0,69,1889,-,2025,0.61,M-v,3Ek,MPCORBFIT,0000,(279) Thule,2025-08-12,Type 0,False
00280,10.98,0.15,K25BL,358.19229,88.78862,9.79855,7.43698,0.1118632,0.195217,2.9430047,0,E2025-V46,5183.0,43,1890,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(280) Philia,2025-11-06,Type 0,False
00281,12.05,0.15,K25BL,117.51488,16.73747,31.31108,5.30086,0.1322924,0.30466082,2.1873837,0,MPO914116,16579.0,40,1890,-,2025,0.36,M-v,3Ek,MPCLINUX,0000,(281) Lucretia,2025-05-09,Type 0,False
00282,11.11,0.15,K25BL,133.84798,296.18381,144.82452,9.03639,0.0810489,0.27553257,2.338949,0,MPO950951,8876.0,47,1898,-,2025,0.53,M-v,3Ek,MPCLINUX,0000,(282) Clorinde,2025-07-18,Type 0,False
00283,8.78,0.15,K25BL,34.3048,55.93069,303.85743,7.98865,0.1439196,0.18520993,3.0480812,0,E2025-V65,8322.0,64,1889,-,2025,0.59,M-v,3Ek,MPCORBFIT,0000,(283) Emma,2025-10-24,Type 0,False
00284,10.31,0.15,K25BL,204.39119,58.55793,233.59722,8.04383,0.2220545,0.27188127,2.3598434,0,E2025-V50,10720.0,52,1890,-,2025,0.48,M-v,3Ek,MPCORBFIT,0000,(284) Amalia,2025-11-07,Type 0,False
00285,10.93,0.15,K25BL,35.20622,14.50637,311.19584,17.60903,0.2033546,0.18168679,3.0873591,0,E2025-V65,7792.0,36,1911,-,2025,0.49,M-v,3Ek,MPCORBFIT,0000,(285) Regina,2025-11-09,Type 0,False
00286,9.02,0.15,K25BL,279.39771,210.41436,148.91177,17.93684,0.0230681,0.17254777,3.1954337,0,MPO950951,5724.0,52,1889,-,2025,0.68,M-v,3Ek,MPCORBFIT,0000,(286) Iclea,2025-10-03,Type 0,False
00287,8.26,0.15,K25BL,332.64113,122.63166,142.22911,10.03368,0.0237125,0.27308212,2.3529202,0,MPO950951,4573.0,75,1889,-,2025,0.74,M-v,3Ek,MPCORBFIT,0000,(287) Nephthys,2025-08-27,Type 0,False
00288,9.87,0.15,K25BL,187.59595,84.23287,120.10128,4.33848,0.2060415,0.21506938,2.7589913,0,E2025-V50,7292.0,73,1891,-,2025,0.6,M-v,3Ek,MPCORBFIT,0000,(288) Glauke,2025-11-08,Type 0,False
00289,9.73,0.15,K25BL,69.33989,190.99074,181.8562,6.67978,0.2026603,0.20192681,2.8774429,0,E2025-V65,12923.0,58,1906,-,2025,0.45,M-v,3Ek,MPCORBFIT,0000,(289) Nenetta,2025-11-08,Type 0,False
00290,12.06,0.15,K25BL,29.31833,105.37583,10.30895,22.33578,0.2583656,0.27594325,2.3366278,0,E2025-UJ7,9059.0,30,1915,-,2025,0.42,M-v,3Ek,MPCORBFIT,0000,(290) Bruna,2025-02-16,Type 0,False
00291,11.56,0.15,K25BL,46.95996,331.64114,161.5512,1.85739,0.0926228,0.29762422,2.2217262,0,MPO914116,11401.0,52,1891,-,2025,0.45,M-v,3Ek,MPCLINUX,0000,(291) Alice,2025-05-08,Type 0,False
00292,10.07,0.15,K25BL,137.93473,288.71155,43.43551,14.87504,0.0330856,0.24476065,2.5310942,0,E2025-V65,8917.0,48,1894,-,2025,0.52,M-v,3Ek,MPCORBFIT,0000,(292) Ludovica,2025-11-09,Type 0,False
00293,10.23,0.15,K25BL,78.31401,88.76044,61.06578,15.60964,0.101957,0.20353682,2.8622489,0,E2025-UR3,7246.0,40,1909,-,2025,0.53,M-v,3Ek,MPCLINUX,0000,(293) Brasilia,2025-08-27,Type 0,False
00294,10.29,0.15,K25BL,91.24073,186.65608,135.6567,6.26588,0.2325575,0.1756846,3.1572836,0,E2025-V38,7529.0,54,1890,-,2025,0.59,M-v,3Ek,MPCORBFIT,0000,(294) Felicia,2025-11-04,Type 0,False
00295,10.04,0.15,K25BL,262.4554,148.63998,275.85125,2.70031,0.167352,0.21055358,2.7983001,0,E2025-V65,7474.0,54,1899,-,2025,0.54,M-v,3Ek,MPCORBFIT,0000,(295) Theresia,2025-11-09,Type 0,False
00296,12.53,0.15,K25BL,199.72797,252.48642,121.54877,1.74836,0.1604071,0.29627635,2.2284594,0,MPO925794,7326.0,41,1930,-,2025,0.54,M-v,3Ek,MPCLINUX,0000,(296) Phaetusa,2025-07-12,Type 0,False
00297,9.21,0.15,K25BL,352.17301,353.55505,331.86387,7.54936,0.1384229,0.17473699,3.168688,0,E2025-V65,9371.0,57,1890,-,2025,0.53,M-v,3Ek,MPCORBFIT,0000,(297) Caecilia,2025-11-09,Type 0,False
00298,11.21,0.15,K25BL,113.56859,134.98908,8.11241,6.27976,0.0951333,0.28929793,2.2641533,0,MPO950951,4719.0,47,1892,-,2025,0.66,M-v,3Ek,MPCLINUX,0000,(298) Baptistina,2025-09-18,Type 0,False
00299,11.35,0.15,K25BL,203.18932,150.87695,241.40741,1.60857,0.0625143,0.25957011,2.4338824,0,MPO937418,5437.0,37,1932,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(299) Thora,2025-08-13,Type 0,False
00300,9.76,0.15,K25BL,183.50948,318.45717,42.78106,0.7252,0.0591467,0.17195115,3.202821,0,E2025-UJ7,5787.0,69,1890,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(300) Geraldina,2025-06-25,Type 0,False
00301,10.51,0.15,K25BL,142.91255,123.57699,142.28302,4.89839,0.0655576,0.21915146,2.7246233,0,E2025-V65,8554.0,61,1890,-,2025,0.56,M-v,3Ek,MPCORBFIT,0000,(301) Bavaria,2025-11-02,Type 0,False
00302,11.3,0.15,K25BL,31.09492,55.32815,7.69385,3.4126,0.1109913,0.26401653,2.4064784,0,E2025-V65,8606.0,56,1890,-,2025,0.54,M-v,3Ek,MPCORBFIT,0000,(302) Clarissa,2025-11-09,Type 0,False
00303,9.08,0.15,K25BL,240.03116,68.30165,343.62153,6.88412,0.0560624,0.17842497,3.1248724,0,E2025-V38,11734.0,68,1891,-,2025,0.49,M-v,3Ek,MPCORBFIT,0000,(303) Josephina,2025-11-05,Type 0,False
00304,10.03,0.15,K25BL,243.23046,172.3881,158.95802,15.84899,0.2224991,0.26470288,2.4023168,0,MPO950951,13151.0,45,1891,-,2025,0.43,M-v,3Ek,MPCLINUX,0007,(304) Olga,2025-07-02,Phocaea,False
00305,8.86,0.15,K25BL,300.74455,260.71376,207.44536,4.45194,0.1972789,0.18175526,3.0865837,0,E2025-V50,9133.0,64,1892,-,2025,0.53,M-v,3Ek,MPCORBFIT,0000,(305) Gordonia,2025-11-08,Type 0,False
00306,8.76,0.15,K25BL,294.61935,167.92146,141.78206,7.2781,0.1520789,0.2722923,2.357468,0,E2025-UJ7,4957.0,71,1891,-,2025,0.73,M-v,3Ek,MPCORBFIT,0000,(306) Unitas,2025-07-22,Type 0,False
00307,10.06,0.15,K25BL,128.23388,323.3632,100.86414,6.12854,0.1429513,0.19888617,2.9066963,0,E2025-UJ7,6333.0,59,1891,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(307) Nike,2025-07-18,Type 0,False
00308,8.18,0.15,K25BL,89.10625,111.93832,181.57902,4.36329,0.0383797,0.21627878,2.7486964,0,E2025-V50,6647.0,78,1891,-,2025,0.66,M-v,3Ek,MPCORBFIT,0000,(308) Polyxo,2025-11-08,Type 0,False
00309,10.64,0.15,K25BL,239.5604,311.40801,356.30548,3.70922,0.1165914,0.22677199,2.6632368,0,MPO950951,5639.0,53,1891,-,2025,0.65,M-v,3Ek,MPCLINUX,0000,(309) Fraternitas,2025-06-12,Type 0,False
00310,10.19,0.15,K25BL,148.1328,324.75034,229.02912,3.1719,0.1172887,0.21490879,2.7603655,0,E2025-V65,8409.0,61,1920,-,2025,0.57,M-v,3Ek,MPCORBFIT,0000,(310) Margarita,2025-11-08,Type 0,False
00311,10.05,0.15,K25BL,193.12646,77.71533,80.95878,3.22407,0.0064467,0.19988084,2.8970452,0,E2025-V65,8620.0,65,1902,-,2025,0.56,M-v,3Ek,MPCORBFIT,0000,(311) Claudia,2025-11-10,Type 0,False
00312,8.95,0.15,K25BL,45.42867,261.90134,6.19499,9.03445,0.1602749,0.21238973,2.7821489,0,E2025-V46,8362.0,49,1891,-,2025,0.54,M-v,3Ek,MPCORBFIT,0000,(312) Pierretta,2025-11-06,Type 0,False
00313,9.17,0.15,K25BL,98.13748,315.73423,176.5327,11.64375,0.1808338,0.26917286,2.3756468,0,MPO950951,7783.0,76,1893,-,2025,0.6,M-v,3Ek,MPCLINUX,0000,(313) Chaldaea,2025-09-03,Type 0,False
00314,10.14,0.15,K25BL,351.90492,191.95983,169.93728,12.5143,0.1706901,0.17553545,3.1590718,0,E2025-V65,11139.0,52,1891,-,2025,0.49,M-v,3Ek,MPCORBFIT,0000,(314) Rosalia,2025-11-08,Type 0,False
00315,12.57,0.15,K25BL,5.41658,172.71558,161.618,2.4294,0.1681294,0.29372874,2.2413263,0,E2025-V38,5166.0,41,1928,-,2025,0.68,M-v,3Ek,MPCORBFIT,0000,(315) Constantia,2025-11-05,Type 0,False
00316,10.15,0.15,K25BL,182.4153,317.83995,123.77537,2.34696,0.1275502,0.17343513,3.1845251,0,MPO950951,8389.0,62,1891,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(316) Goberta,2025-10-06,Type 0,False
00317,9.75,0.15,K25BL,288.86504,186.57795,151.32519,1.76612,0.0859276,0.28505738,2.2865526,0,MPO950951,5367.0,68,1891,-,2025,0.71,M-v,3Ek,MPCLINUX,0000,(317) Roxane,2025-09-09,Type 0,False
00318,9.49,0.15,K25BL,28.73899,293.59758,161.29429,10.65909,0.0853632,0.17243805,3.1967891,0,E2025-V15,5863.0,61,1891,-,2025,0.68,M-v,3Ek,MPCORBFIT,0000,(318) Magdalena,2025-11-02,Type 0,False
00319,10.18,0.15,K25BL,132.86392,227.04499,184.8505,10.56143,0.2140941,0.15653362,3.4098162,0,E2025-UJ7,5810.0,47,1891,-,2025,0.66,M-v,3Ek,MPCORBFIT,0000,(319) Leona,2025-07-18,Type 0,False
00320,10.79,0.15,K25BL,238.8706,148.41422,219.76748,9.38758,0.1152705,0.18853983,3.0120856,0,MPO937419,5882.0,47,1907,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(320) Katharina,2025-08-14,Type 0,False
00321,10.08,0.15,K25BL,90.69983,31.3512,40.13732,2.58199,0.0469252,0.20119182,2.8844466,0,MPO925795,5099.0,62,1893,-,2025,0.64,M-v,3Ek,MPCLINUX,0000,(321) Florentina,2025-05-24,Type 0,False
00322,9.15,0.15,K25BL,345.01542,114.91511,252.28222,8.04561,0.2440287,0.21219822,2.7838226,0,E2025-V65,8385.0,56,1891,-,2025,0.52,M-v,3Ek,MPCORBFIT,0000,(322) Phaeo,2025-11-08,Type 0,False
00323,9.5,0.15,K25BL,190.43525,291.53641,97.27983,24.26207,0.2995192,0.26811171,2.381911,0,E2025-UJ7,4833.0,42,1891,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(323) Brucia,2025-08-15,Type 0,False
00324,7.19,0.15,K25BL,268.84874,44.20082,327.82765,11.09615,0.3404491,0.22434983,2.6823713,0,MPO950951,7547.0,78,1892,-,2025,0.59,M-v,3Ek,MPCLINUX,0000,(324) Bamberga,2025-09-10,Type 0,False
00325,8.93,0.15,K25BL,225.96047,71.10982,344.17946,8.57015,0.1508752,0.17071261,3.2182935,0,MPO950951,10811.0,62,1898,-,2025,0.46,M-v,3Ek,MPCORBFIT,0000,(325) Heidelberga,2025-10-06,Type 0,False
00326,9.37,0.15,K25BL,255.42553,239.0502,32.08502,23.69583,0.1900616,0.27928943,2.3179268,0,E2025-V65,6635.0,50,1893,-,2025,0.6,M-v,3Ek,MPCORBFIT,0007,(326) Tamara,2025-11-09,Phocaea,False
00327,10.02,0.15,K25BL,214.02701,309.9103,354.50136,7.13421,0.0636872,0.21316875,2.7753666,0,E2025-V34,7120.0,53,1892,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(327) Columbia,2025-11-03,Type 0,False
00328,9.0,0.15,K25BL,212.6814,107.64492,351.85899,16.13136,0.1077591,0.17975454,3.1094445,0,E2025-V65,9484.0,52,1911,-,2025,0.48,M-v,3Ek,MPCORBFIT,0000,(328) Gudrun,2025-11-09,Type 0,False
00329,9.62,0.15,K25BL,60.74421,57.33605,178.43151,15.8801,0.0262351,0.25283745,2.4768999,0,E2025-V65,5696.0,54,1892,-,2025,0.7,M-v,3Ek,MPCORBFIT,0007,(329) Svea,2025-11-09,Phocaea,False
00330,12.52,0.15,K25BL,16.95129,259.26153,137.07349,6.75918,0.2518664,0.25404234,2.4690619,0,E2025-V65,8022.0,35,1910,-,2025,0.56,M-v,3Ek,MPCORBFIT,0000,(330) Adalberta,2025-11-04,Type 0,False
00331,9.93,0.15,K25BL,3.85618,334.29984,21.83106,6.03561,0.0951982,0.18725363,3.0258628,0,E2025-V50,12765.0,64,1892,-,2025,0.46,M-v,3Ek,MPCORBFIT,0000,(331) Etheridgea,2025-11-08,Type 0,False
00332,9.67,0.15,K25BL,189.81167,298.18688,31.41222,2.83892,0.0914659,0.21357014,2.7718881,0,E2025-V34,5441.0,71,1892,-,2025,0.73,M-v,3Ek,MPCORBFIT,0000,(332) Siri,2025-11-03,Type 0,False
00333,9.58,0.15,K25BL,15.11339,23.39302,353.11871,3.73878,0.1597629,0.1780145,3.1296742,0,E2025-V65,8951.0,68,1892,-,2025,0.55,M-v,3Ek,MPCORBFIT,0000,(333) Badenia,2025-11-09,Type 0,False
00334,7.62,0.15,K25BL,143.24203,191.09261,129.14126,4.68894,0.0249743,0.12569175,3.9469795,0,E2025-V46,5588.0,88,1892,-,2025,0.7,M-v,3Ek,MPCORBFIT,0008,(334) Chicago,2025-11-06,Hilda,False
00335,9.1,0.15,K25BL,135.98574,139.93854,148.39541,5.10249,0.1715271,0.25291097,2.4764198,0,E2025-V38,6324.0,68,1892,-,2025,0.68,M-v,3Ek,MPCORBFIT,0000,(335) Roberta,2025-11-04,Type 0,False
00336,9.95,0.15,K25BL,235.34899,31.67759,234.95366,5.64836,0.0947854,0.29159138,2.2522656,0,E2025-V38,10498.0,59,1892,-,2025,0.51,M-v,3Ek,MPCORBFIT,0000,(336) Lacadiera,2025-11-04,Type 0,False
00337,8.96,0.15,K25BL,359.58054,99.46787,355.31129,7.85935,0.1372265,0.26782697,2.3835989,0,E2025-V46,9979.0,67,1892,-,2025,0.48,M-v,3Ek,MPCORBFIT,0000,(337) Devosa,2025-11-06,Type 0,False
00338,8.59,0.15,K25BL,255.89437,111.2682,287.2871,6.03836,0.0175918,0.19821126,2.9132907,0,E2025-V38,7015.0,67,1892,-,2025,0.59,M-v,3Ek,MPCORBFIT,0000,(338) Budrosa,2025-11-05,Type 0,False
00339,9.41,0.15,K25BL,193.45991,163.59556,173.31168,9.95769,0.1021651,0.18882913,3.0090084,0,MPO950952,6730.0,57,1892,-,2025,0.59,M-v,3Ek,MPCLINUX,0000,(339) Dorothea,2025-06-06,Type 0,False
00340,9.99,0.15,K25BL,38.54564,42.97022,26.89498,4.66534,0.1182964,0.21648606,2.7469416,0,E2025-V65,7795.0,56,1899,-,2025,0.55,M-v,3Ek,MPCORBFIT,0000,(340) Eduarda,2025-11-09,Type 0,False
00341,11.29,0.15,K25BL,323.27357,293.65647,29.00393,5.66532,0.1945505,0.30218784,2.1993013,0,MPO950952,5228.0,41,1902,-,2025,0.62,M-v,3Ek,MPCLINUX,0000,(341) California,2025-09-10,Type 0,False
00342,10.24,0.15,K25BL,70.26729,224.34208,232.63499,7.35246,0.129934,0.23954695,2.5676882,0,MPO950952,8195.0,51,1900,-,2025,0.56,M-v,3Ek,MPCLINUX,0000,(342) Endymion,2025-05-23,Type 0,False
00343,11.7,0.15,K25BL,190.65942,10.1312,38.57962,3.25863,0.2295214,0.26316829,2.4116467,0,MPO937419,5159.0,45,1892,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(343) Ostara,2025-08-14,Type 0,False
00344,8.29,0.15,K25BL,22.23305,237.3692,47.9934,18.35134,0.3138475,0.23558754,2.5963775,0,E2025-V65,4756.0,52,1892,-,2025,0.69,M-v,3Ek,MPCORBFIT,0000,(344) Desiderata,2025-11-09,Type 0,False
00345,9.05,0.15,K25BL,153.75501,230.2447,212.57571,9.74347,0.0612615,0.2779574,2.3253262,0,MPO950952,7844.0,71,1892,-,2025,0.6,M-v,3Ek,MPCORBFIT,0000,(345) Tercidina,2025-08-27,Type 0,False
00346,7.32,0.15,K25BL,186.97744,290.70021,91.84738,8.75798,0.1027447,0.21092671,2.7949991,0,MPO937419,4598.0,67,1892,-,2025,0.67,M-v,3Ek,MPCLINUX,0000,(346) Hermentaria,2025-07-22,Type 0,False
00347,8.97,0.15,K25BL,80.51344,87.65479,85.21962,11.69186,0.1639408,0.23334892,2.6129565,0,MPO950952,5342.0,60,1892,-,2025,0.7,M-v,3Ek,MPCORBFIT,0000,(347) Pariana,2025-10-06,Type 0,False
00348,9.59,0.15,K25BL,316.76642,13.50566,89.89409,9.7598,0.072297,0.19280645,2.9674837,0,E2025-V65,14752.0,63,1892,-,2025,0.46,M-v,3Ek,MPCORBFIT,0000,(348) May,2025-11-02,Type 0,False
00349,6.04,0.15,K25BL,258.87685,344.50279,32.19165,8.24817,0.0885675,0.19698149,2.9254034,0,MPO950952,2855.0,84,1892,-,2025,0.8,M-v,3Ek,MPCORBFIT,0000,(349) Dembowska,2025-09-22,Type 0,False
00350,8.46,0.15,K25BL,69.63235,337.05585,90.05373,24.90816,0.1607353,0.17988868,3.1078985,0,E2025-V65,6772.0,53,1892,-,2025,0.61,M-v,3Ek,MPCORBFIT,0000,(350) Ornamenta,2025-11-09,Type 0,False
00351,9.18,0.15,K25BL,288.25838,31.69795,99.18462,9.20841,0.1567815,0.2145263,2.7636456,0,E2025-V65,10526.0,56,1893,-,2025,0.47,M-v,3Ek,MPCORBFIT,0000,(351) Yrsa,2025-11-08,Type 0,False
00352,10.1,0.15,K25BL,25.26399,144.67832,247.20574,3.38462,0.1492782,0.3032503,2.1941613,0,E2025-V34,4817.0,57,1898,-,2025,0.75,M-v,3Ek,MPCORBFIT,0000,(352) Gisela,2025-10-31,Type 0,False
00353,10.93,0.15,K25BL,166.81791,321.21747,102.43061,5.70825,0.3274333,0.21778028,2.7360478,0,MPO950952,6447.0,43,1893,-,2025,0.56,M-v,3Ek,MPCLINUX,0000,(353) Ruperto-Carola,2025-09-09,Type 0,False
00354,6.17,0.15,K25BL,116.41401,8.12173,140.20579,18.36129,0.1118359,0.21028485,2.8006837,0,MPO950952,3673.0,89,1893,-,2025,0.7,M-v,3Ek,MPCORBFIT,0000,(354) Eleonora,2025-10-03,Type 0,False
00355,10.29,0.15,K25BL,318.10113,107.36858,351.62885,4.28704,0.106686,0.24393397,2.5368096,0,E2025-V65,9862.0,57,1893,-,2025,0.5,M-v,3Ek,MPCORBFIT,0000,(355) Gabriella,2025-11-09,Type 0,False
00356,8.37,0.15,K25BL,40.58452,79.34155,354.44806,8.20588,0.2421387,0.21556453,2.7547647,0,E2025-V38,4102.0,67,1893,-,2025,0.73,M-v,3Ek,MPCORBFIT,0000,(356) Liguria,2025-11-04,Type 0,False
00357,8.99,0.15,K25BL,21.40737,256.38752,137.61492,15.05833,0.0779026,0.17636956,3.1491037,0,E2025-V65,9575.0,64,1893,-,2025,0.54,M-v,3Ek,MPCORBFIT,0000,(357) Ninina,2025-11-08,Type 0,False
00358,9.13,0.15,K25BL,147.54072,252.09776,172.11215,3.55376,0.1517083,0.20197123,2.8770211,0,MPO937419,5716.0,60,1893,-,2025,0.71,M-v,3Ek,MPCORBFIT,0000,(358) Apollonia,2025-08-14,Type 0,False
00359,9.41,0.15,K25BL,348.19479,337.93827,5.99057,6.77198,0.1558807,0.21861086,2.7291133,0,E2025-V46,6833.0,56,1893,-,2025,0.56,M-v,3Ek,MPCORBFIT,0000,(359) Georgia,2025-11-06,Type 0,False
00360,8.5,0.15,K25BL,271.38571,290.25092,132.16115,11.74308,0.1737263,0.18921854,3.0048785,0,E2025-V46,5520.0,65,1893,-,2025,0.69,M-v,3Ek,MPCORBFIT,0000,(360) Carlova,2025-11-06,Type 0,False
00361,8.37,0.15,K25BL,35.44007,66.82257,18.55719,12.57489,0.2107453,0.12419489,3.9786301,0,E2025-V65,4585.0,59,1893,-,2025,0.68,M-v,3Ek,MPCORBFIT,0008,(361) Bononia,2025-11-09,Hilda,False
